golf_course_name,number_of_holes,country_name,state_name,city_name,latitude,longitude,hole_index_1,hole_index_2,hole_index_3,hole_index_4,hole_index_5,hole_index_6,hole_index_7,hole_index_8,hole_index_9,hole_index_10,hole_index_11,hole_index_12,hole_index_13,hole_index_14,hole_index_15,hole_index_16,hole_index_17,hole_index_18,par_value_1,par_value_2,par_value_3,par_value_4,par_value_5,par_value_6,par_value_7,par_value_8,par_value_9,par_value_10,par_value_11,par_value_12,par_value_13,par_value_14,par_value_15,par_value_16,par_value_17,par_value_18,tee_value1,tee_value2,tee_value3,tee_value4,tee_value5,tee_value6,tee_value7,tee_value8,tee_value9,tee_value10,tee_value11,tee_value12,tee_value13,tee_value14,tee_value15,tee_value16,tee_value17,tee_value18
NSRCC SAFRA,18,Singapore,Singapore,Singapore City,,,11,1,17,3,5,15,9,13,7,10,12,18,4,2,14,16,8,6,4,4,3,4,5,3,4,4,5,5,4,3,5,4,4,3,4,4,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
Orchid Country Club - Aranda/Dendro,18,Singapore,Singapore,Singapore City,,,9,15,3,13,7,17,1,11,5,4,14,2,16,10,6,8,18,12,4,3,4,5,4,3,5,4,4,5,4,5,3,4,5,4,3,4,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red
Orchid Country Club - Dendro/Vanda,18,Singapore,Singapore,Singapore City,,,4,14,2,16,10,6,8,18,12,13,15,11,17,3,5,7,9,1,5,4,5,3,4,5,4,3,4,4,3,4,3,4,5,4,4,5,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red
Orchid Country Club - Vanda/Aranda,18,Singapore,Singapore,Singapore City,,,14,16,12,18,4,6,8,10,2,9,15,3,13,7,17,1,11,5,4,3,4,3,4,5,4,4,5,4,3,4,5,4,3,5,4,4,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red
"Raffles, Palm Lake",18,Singapore,Singapore,Singapore City,,,15,17,5,1,9,3,7,11,13,8,12,4,6,18,16,10,2,14,5,3,5,4,4,5,4,3,4,4,4,4,4,3,4,3,4,5,White|Blue,White|Blue,White|Blue,White|Blue,White|Blue,White|Blue,White|Blue,White|Blue,White|Blue,White|Blue,White|Blue,White|Blue,White|Blue,White|Blue,White|Blue,White|Blue,White|Blue,White|Blue
SCC Front 9 Renovated,18,Singapore,Singapore,Singapore City,,,4,16,2,10,8,18,12,14,6,3,15,1,9,7,17,11,13,5,4,4,5,5,4,3,4,3,4,4,4,5,5,4,3,4,3,4,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
Seletar Country Club,18,Singapore,Singapore,Singapore City,,,7,15,3,17,9,1,11,13,5,12,14,4,18,8,2,10,16,6,4,3,4,4,5,3,5,4,4,5,3,4,3,4,5,4,4,4,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red
Sembawang Country Club,18,Singapore,Singapore,Singapore City,,,4,16,2,10,8,18,12,14,6,13,5,11,15,3,17,1,7,9,4,4,5,5,4,3,4,3,4,4,4,4,4,4,3,5,5,3,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
Sembawang Country Club 3/13A,18,Singapore,Singapore,Singapore City,,,8,18,2,12,4,6,14,16,10,11,3,7,15,5,1,13,17,9,5,3,5,3,4,4,4,3,4,4,4,4,3,5,5,4,4,3,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red
Sembawang Country Club 3/8A,18,Singapore,Singapore,Singapore City,,,8,18,2,14,4,6,16,12,10,3,7,15,13,5,1,11,17,9,5,3,5,3,4,4,4,4,4,4,4,3,3,5,5,4,4,3,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red
Sembawang Country Club Front 9 (New),18,Singapore,Singapore,Singapore City,,,4,16,2,10,8,18,12,14,6,3,15,1,9,7,17,11,13,5,4,4,5,5,4,3,4,3,4,4,4,5,5,4,3,4,3,4,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
Sentosa Golf Club Serapong,18,Singapore,Singapore,Singapore City,,,9,17,1,3,5,13,11,15,7,16,12,18,2,14,4,6,8,10,4,3,4,5,4,4,5,3,4,4,4,4,4,3,4,4,3,5,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White
Sentosa Golf Club Tanjong,18,Singapore,Singapore,Singapore City,,,11,15,13,1,17,5,7,9,3,8,4,2,18,14,10,16,12,6,4,3,5,4,3,5,4,4,4,5,4,5,3,4,4,3,4,4,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
Serapong Course,18,Singapore,Singapore,Singapore City,,,9,17,1,3,5,13,11,15,7,16,12,18,2,8,4,6,14,10,4,3,4,5,4,4,5,3,4,4,4,5,4,3,4,4,3,5,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
"SICC, Sime",18,Singapore,Singapore,Singapore City,,,17,5,3,13,11,9,1,7,15,12,16,8,18,6,10,2,4,14,3,4,5,3,4,5,4,4,4,4,3,4,3,5,4,5,4,4,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red,Blue|White|Red
Singapore Island Country Club Bukit,18,Singapore,Singapore,Singapore City,,,13,15,7,3,17,1,5,11,9,14,2,8,6,16,10,4,18,12,4,3,4,5,3,4,4,4,4,4,4,3,5,3,5,4,3,5,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White,Blue|White
Singapore Island Country Club Island,18,Singapore,Singapore,Singapore City,,,13,11,3,7,17,1,5,9,15,18,4,12,10,2,14,6,8,16,4,4,5,5,3,4,4,4,3,4,5,4,4,4,3,5,4,3,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red
Singapore Island Country Club New Course,18,Singapore,Singapore,Singapore City,,,7,11,13,3,9,17,1,15,5,6,12,2,16,10,4,14,18,8,4,4,4,3,4,3,5,4,5,4,3,4,4,3,4,5,4,5,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red,Yellow|Blue|White|Red
Tanah Merah Country Club,18,Singapore,Singapore,Singapore City,,,7,11,17,3,1,5,9,15,13,4,16,10,2,14,6,18,12,8,4,4,3,4,5,4,4,3,5,4,3,4,5,3,4,4,5,4,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red,White|Blue|Red
Warren Golf and Country Club,18,Singapore,Singapore,Singapore City,,,5,7,1,11,15,17,9,13,3,16,14,8,2,12,6,18,10,4,4,5,4,3,4,4,3,5,4,4,3,4,5,3,5,3,4,4,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red
88 Country Club,18,South Korea,Seoul,Seoul,,,5,3,9,13,7,15,11,17,1,18,6,12,10,8,4,2,16,14,4,4,3,5,4,4,3,5,4,5,4,4,3,4,3,4,4,5,White,White,White,White,White,White,White,White,White,White,White,White,White,White,White,White,White,White
Seoul Hanyang Country Club - New Course,18,South Korea,Seoul,Seoul,,,7,9,1,13,5,15,3,17,11,18,2,16,6,14,12,4,10,8,4,4,4,3,5,3,5,4,4,3,5,4,4,3,5,4,4,4,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue
Seoul Hanyang Country Club - Old Course,18,South Korea,Seoul,Seoul,,,9,1,13,3,11,7,17,15,5,16,2,6,14,10,4,8,12,18,4,4,3,4,4,5,4,3,5,5,4,5,4,3,4,4,3,4,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue,Blue
Al Badia Golf Club,18,United Arab Emirates,Dubai,Dubai,,,1,3,5,7,17,9,11,13,15,2,4,6,8,10,12,14,16,18,4,4,3,4,5,4,3,5,4,4,3,4,5,4,3,4,4,5,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
Arabian Ranches Golf Club,18,United Arab Emirates,Dubai,Dubai,,,11,17,5,7,1,13,15,9,3,12,4,18,8,2,14,6,16,10,4,3,5,4,4,4,3,5,4,4,4,3,5,4,4,5,3,4,Gold|Blue|White|Red,Gold|Blue|White|Red,Gold|Blue|White|Red,Gold|Blue|White|Red,Gold|Blue|White|Red,Gold|Blue|White|Red,Gold|Blue|White|Red,Gold|Blue|White|Red,Gold|Blue|White|Red,Gold|Blue|White|Red,Gold|Blue|White|Red,Gold|Blue|White|Red,Gold|Blue|White|Red,Gold|Blue|White|Red,Gold|Blue|White|Red,Gold|Blue|White|Red,Gold|Blue|White|Red,Gold|Blue|White|Red
Dubai Creek Golf & Yacht Club,18,United Arab Emirates,Dubai,Dubai,,,12,4,14,8,18,6,2,16,10,5,13,1,7,15,11,17,9,3,4,4,4,5,3,4,4,3,4,5,4,4,5,3,4,3,4,4,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
Emirates Golf Club Faldo,18,United Arab Emirates,Dubai,Dubai,,,6,16,12,8,10,4,2,18,14,13,9,17,15,1,3,7,11,5,4,3,5,4,5,4,4,3,4,5,4,3,4,4,4,5,3,4,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
Emirates Golf Club Majlis,18,United Arab Emirates,Dubai,Dubai,,,9,13,5,17,1,7,15,3,11,10,18,2,8,4,14,6,16,12,4,4,5,3,4,4,3,4,4,5,3,4,5,4,3,4,4,5,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red,Black|Blue|White|Red
Jumeirah Golf Estates Earth Course,18,United Arab Emirates,Dubai,Dubai,,,11,7,3,17,5,15,13,9,1,12,14,6,18,2,16,4,8,10,4,5,4,3,4,3,5,4,4,4,4,4,3,5,4,4,3,5,Blue|Green|Black|Gold,Blue|Green|Black|Gold,Blue|Green|Black|Gold,Blue|Green|Black|Gold,Blue|Green|Black|Gold,Blue|Green|Black|Gold,Blue|Green|Black|Gold,Blue|Green|Black|Gold,Blue|Green|Black|Gold,Blue|Green|Black|Gold,Blue|Green|Black|Gold,Blue|Green|Black|Gold,Blue|Green|Black|Gold,Blue|Green|Black|Gold,Blue|Green|Black|Gold,Blue|Green|Black|Gold,Blue|Green|Black|Gold,Blue|Green|Black|Gold
Jumeirah Golf Estates Fire Course,18,United Arab Emirates,Dubai,Dubai,,,15,13,3,1,11,7,9,17,5,2,14,12,8,16,6,18,4,10,4,3,4,4,5,4,5,3,4,4,3,4,5,3,4,4,4,5,Black|Green|Blue|Red,Black|Green|Blue|Red,Black|Green|Blue|Red,Black|Green|Blue|Red,Black|Green|Blue|Red,Black|Green|Blue|Red,Black|Green|Blue|Red,Black|Green|Blue|Red,Black|Green|Blue|Red,Black|Green|Blue|Red,Black|Green|Blue|Red,Black|Green|Blue|Red,Black|Green|Blue|Red,Black|Green|Blue|Red,Black|Green|Blue|Red,Black|Green|Blue|Red,Black|Green|Blue|Red,Black|Green|Blue|Red
The Els Club Copperleaf,18,United Arab Emirates,Dubai,Dubai,,,4,16,8,18,12,14,10,6,2,3,11,5,15,7,1,17,9,13,4,3,4,3,5,4,4,5,4,4,3,4,5,4,4,4,3,5,Black|Blue|Grey|Red,Black|Blue|Grey|Red,Black|Blue|Grey|Red,Black|Blue|Grey|Red,Black|Blue|Grey|Red,Black|Blue|Grey|Red,Black|Blue|Grey|Red,Black|Blue|Grey|Red,Black|Blue|Grey|Red,Black|Blue|Grey|Red,Black|Blue|Grey|Red,Black|Blue|Grey|Red,Black|Blue|Grey|Red,Black|Blue|Grey|Red,Black|Blue|Grey|Red,Black|Blue|Grey|Red,Black|Blue|Grey|Red,Black|Blue|Grey|Red
The Montgomerie,18,United Arab Emirates,Dubai,Dubai,,,16,12,4,10,14,6,8,18,2,9,11,5,13,7,15,3,17,1,4,4,4,5,4,3,4,3,5,4,4,4,3,5,4,4,3,5,Black|Blue|Green|Red,Black|Blue|Green|Red,Black|Blue|Green|Red,Black|Blue|Green|Red,Black|Blue|Green|Red,Black|Blue|Green|Red,Black|Blue|Green|Red,Black|Blue|Green|Red,Black|Blue|Green|Red,Black|Blue|Green|Red,Black|Blue|Green|Red,Black|Blue|Green|Red,Black|Blue|Green|Red,Black|Blue|Green|Red,Black|Blue|Green|Red,Black|Blue|Green|Red,Black|Blue|Green|Red,Black|Blue|Green|Red
The Track Meydan,18,United Arab Emirates,Dubai,Dubai,,,1,15,11,7,13,17,9,3,5,2,16,12,8,14,18,10,4,6,5,3,4,4,4,3,4,4,5,5,3,4,4,4,3,4,4,5,Black|Gold|White|Red,Black|Gold|White|Red,Black|Gold|White|Red,Black|Gold|White|Red,Black|Gold|White|Red,Black|Gold|White|Red,Black|Gold|White|Red,Black|Gold|White|Red,Black|Gold|White|Red,Black|Gold|White|Red,Black|Gold|White|Red,Black|Gold|White|Red,Black|Gold|White|Red,Black|Gold|White|Red,Black|Gold|White|Red,Black|Gold|White|Red,Black|Gold|White|Red,Black|Gold|White|Red
Blundells Hill Golf Club,18,United Kingdom,Merseyside,Liverpool,,,9,15,11,1,5,13,17,3,7,18,2,12,10,4,14,6,16,8,4,5,3,4,4,4,3,4,5,5,4,3,4,4,3,4,3,5,Black|White|Blue,Black|White|Blue,Black|White|Blue,Black|White|Blue,Black|White|Blue,Black|White|Blue,Black|White|Blue,Black|White|Blue,Black|White|Blue,Black|White|Blue,Black|White|Blue,Black|White|Blue,Black|White|Blue,Black|White|Blue,Black|White|Blue,Black|White|Blue,Black|White|Blue,Black|White|Blue
Bootle Golf Course,18,United Kingdom,Merseyside,Liverpool,,,13,17,3,11,9,15,1,5,7,14,18,2,10,16,4,6,8,12,3,4,4,4,3,4,4,4,5,4,3,4,4,3,5,4,4,4,Black|White|Red,Black|White|Red,Black|White|Red,Black|White|Red,Black|White|Red,Black|White|Red,Black|White|Red,Black|White|Red,Black|White|Red,Black|White|Red,Black|White|Red,Black|White|Red,Black|White|Red,Black|White|Red,Black|White|Red,Black|White|Red,Black|White|Red,Black|White|Red
Childwall Golf Club,18,United Kingdom,Merseyside,Liverpool,,,8,6,12,4,18,16,14,10,1,9,15,3,13,17,5,11,2,7,4,5,3,4,4,3,4,5,4,5,4,4,3,5,4,3,4,4,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red,Blue|White|Yellow|Red
Formby Golf Club,18,United Kingdom,Merseyside,Liverpool,,,11,9,3,15,17,7,13,1,5,16,12,4,10,6,2,18,8,14,4,4,5,4,3,4,4,5,4,3,4,4,4,4,4,3,5,4,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red
Kirkby Golf Course,18,United Kingdom,Merseyside,Liverpool,,,13,8,15,1,6,11,18,9,4,14,7,17,12,3,2,16,10,5,4,5,4,4,5,3,4,4,4,3,4,4,5,4,4,4,3,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Liverpool Municipal Golf Course North,18,United Kingdom,Merseyside,Liverpool,,,13,8,15,1,6,11,18,9,4,14,7,17,12,3,2,16,10,5,4,5,4,4,5,3,4,4,4,3,4,4,5,4,4,4,3,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Liverpool Municipal South (Allerton) Golf Course,18,United Kingdom,Merseyside,Liverpool,,,3,7,1,11,9,17,13,15,5,18,8,14,16,2,12,10,6,4,4,4,4,3,4,4,4,3,3,4,4,3,4,4,4,4,4,3,Yellow|Red,Yellow|Red,Yellow|Red,Yellow|Red,Yellow|Red,Yellow|Red,Yellow|Red,Yellow|Red,Yellow|Red,Yellow|Red,Yellow|Red,Yellow|Red,Yellow|Red,Yellow|Red,Yellow|Red,Yellow|Red,Yellow|Red,Yellow|Red
Southport Ainsdale,18,United Kingdom,Merseyside,Liverpool,,,9,11,3,15,1,7,13,17,5,16,4,2,18,10,12,6,8,14,3,5,4,4,4,4,5,3,5,3,4,4,3,4,4,5,4,4,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red,White|Yellow|Blue|Red
West Derby Golf Club,18,United Kingdom,Merseyside,Liverpool,,,10,16,8,2,14,4,18,6,12,9,1,15,3,17,7,5,13,11,4,4,4,4,4,5,3,5,3,5,4,3,4,3,5,4,4,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
West Lancashire Golf Club,18,United Kingdom,Merseyside,Liverpool,,,10,6,18,4,8,16,14,2,12,11,3,15,7,1,13,5,17,9,4,5,3,4,4,3,5,4,4,4,5,3,4,4,4,5,3,4,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red,White|Blue|Yellow|Red
Woolton Golf Club,18,United Kingdom,Merseyside,Liverpool,,,17,7,11,13,9,3,15,5,1,12,16,6,10,2,14,4,8,18,4,4,4,3,4,4,3,4,4,4,3,5,3,4,3,5,4,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Brent Valley Golf Course,18,United Kingdom,Greater Londonÿ,London,,,9,5,13,17,3,1,15,11,7,6,10,14,12,2,18,16,4,8,4,4,4,3,4,4,3,4,4,4,4,3,3,4,4,3,4,4,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Bush Hill Park Golf Club,18,United Kingdom,Greater Londonÿ,London,,,9,5,13,17,3,1,11,7,15,4,14,2,8,16,6,18,12,10,3,4,4,4,3,5,3,4,4,5,4,5,3,4,3,3,4,5,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red,White|Yellow|Red
Central London Golf Centre,18,United Kingdom,Greater Londonÿ,London,,,17,1,8,5,12,13,4,16,9,18,2,7,6,11,14,3,15,10,3,4,4,4,4,3,3,3,3,3,4,4,4,4,3,3,3,3,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow,Yellow
